centrality_case_id,node_id,node_type,node_label,watchlist_flag,transaction_count,total_transaction_amount,max_rule_based_risk_score,max_anomaly_score_percentile,alert_count,ml_alert_count,suspicious_label_count,node_risk_score,node_risk_band,in_degree,out_degree,total_degree,degree_centrality,pagerank_score,graph_priority_score,recommended_action
CENTRALITY-000930,ACC000267,Account,ACC000267,0,4.0,148.99,72.0,97.62,3.0,1.0,3.0,75.57,High,4,7,11,0.004315,0.00046246,45.52,Review high-risk graph entity and connected transaction network.
CENTRALITY-000931,ACC001135,Account,ACC001135,0,5.0,228.89000000000001,68.0,97.36,5.0,1.0,2.0,75.68,High,1,7,8,0.003138,0.00025145,45.52,Review high-risk graph entity and connected transaction network.
CENTRALITY-000932,ACC000848,Account,ACC000848,0,15.0,3419.2700000000004,66.0,87.92,8.0,0.0,3.0,75.47,High,4,15,19,0.007454,0.00036683,45.5,Review high-risk graph entity and connected transaction network.
CENTRALITY-000933,ACC000664,Account,ACC000664,0,10.0,4280.67,58.0,96.56,5.0,4.0,2.0,75.4,High,5,11,16,0.006277,0.0005525,45.48,Review high-risk graph entity and connected transaction network.
CENTRALITY-000934,ACC001185,Account,ACC001185,0,6.0,841.88,73.0,93.54,4.0,2.0,1.0,75.59,High,3,6,9,0.003531,0.00026837,45.48,Review high-risk graph entity and connected transaction network.
CENTRALITY-000935,ACC000517,Account,ACC000517,0,10.0,2467.08,57.0,96.46,6.0,2.0,4.0,75.41,High,3,15,18,0.007062,0.00038005,45.46,Review high-risk graph entity and connected transaction network.
CENTRALITY-000936,CUST000001,Customer,Amelia Taylor,0,9.0,539.53,66.0,94.13,5.0,1.0,4.0,75.65,High,0,2,2,0.000785,0.00025145,45.46,Review high-risk graph entity and connected transaction network.
CENTRALITY-000937,ACC000030,Account,ACC000030,0,10.0,323.88,88.0,82.46,4.0,0.0,1.0,75.46,High,3,12,15,0.005885,0.00027055,45.45,Review high-risk graph entity and connected transaction network.
CENTRALITY-000938,ACC000205,Account,ACC000205,0,9.0,646.5600000000001,71.0,87.39,6.0,0.0,4.0,75.54,High,1,9,10,0.003923,0.00025145,45.45,Review high-risk graph entity and connected transaction network.
CENTRALITY-000939,CUST000373,Customer,Zara Brown,0,11.0,1068.81,73.0,88.02,6.0,0.0,3.0,75.66,High,0,1,1,0.000392,0.00025145,45.45,Review high-risk graph entity and connected transaction network.
CENTRALITY-000940,ACC000939,Account,ACC000939,0,11.0,640.96,73.0,78.49,8.0,0.0,3.0,75.32,High,8,13,21,0.008239,0.00041252,45.44,Review high-risk graph entity and connected transaction network.
CENTRALITY-000941,CUST000693,Customer,Grace Ali,0,12.0,643.09,61.0,87.65,7.0,0.0,7.0,75.63,High,0,1,1,0.000392,0.00025145,45.44,Review high-risk graph entity and connected transaction network.
CENTRALITY-000942,CUST000407,Customer,Mia Green,0,6.0,7658.23,71.0,97.55,3.0,2.0,2.0,75.59,High,0,1,1,0.000392,0.00025145,45.41,Review high-risk graph entity and connected transaction network.
CENTRALITY-000943,ACC001129,Account,ACC001129,0,7.0,1944.14,79.0,81.07,5.0,0.0,4.0,75.42,High,3,8,11,0.004315,0.0003085,45.4,Review high-risk graph entity and connected transaction network.
CENTRALITY-000944,CUST000973,Customer,Lucas Ahmed,0,8.0,322.43,73.0,96.27,4.0,2.0,0.0,75.54,High,0,2,2,0.000785,0.00025145,45.39,Review high-risk graph entity and connected transaction network.
CENTRALITY-000945,CUST000133,Customer,Aisha Robinson,0,8.0,339.24,79.0,89.95,5.0,0.0,1.0,75.53,High,0,1,1,0.000392,0.00025145,45.38,Review high-risk graph entity and connected transaction network.
CENTRALITY-000946,ACC000560,Account,ACC000560,0,12.0,6012.54,66.0,95.84,5.0,1.0,3.0,75.24,High,4,14,18,0.007062,0.00042342,45.37,Review high-risk graph entity and connected transaction network.
CENTRALITY-000947,ACC000598,Account,ACC000598,0,8.0,365.29999999999995,66.0,94.8,5.0,2.0,2.0,75.38,High,2,8,10,0.003923,0.00031174,45.37,Review high-risk graph entity and connected transaction network.
CENTRALITY-000948,CUST000102,Customer,Mia Smith,0,10.0,292.43,66.0,95.16,6.0,1.0,2.0,75.51,High,0,1,1,0.000392,0.00025145,45.36,Review high-risk graph entity and connected transaction network.
CENTRALITY-000949,CUST000255,Customer,Sophia Robinson,0,12.0,3620.85,51.0,98.74,8.0,2.0,3.0,75.51,High,0,1,1,0.000392,0.00025145,45.36,Review high-risk graph entity and connected transaction network.
CENTRALITY-000950,CUST000400,Customer,Amelia Jones,0,12.0,3871.2,61.0,97.33,6.0,2.0,2.0,75.52,High,0,0,0,0.0,0.00025145,45.36,Review high-risk graph entity and connected transaction network.
CENTRALITY-000951,CUST000770,Customer,Grace Green,0,9.0,8531.529999999999,83.0,88.87,4.0,0.0,1.0,75.45,High,0,3,3,0.001177,0.00025145,45.34,Review high-risk graph entity and connected transaction network.
CENTRALITY-000952,CUST000955,Customer,Hannah Brown,0,18.0,5534.660000000001,61.0,94.32,7.0,1.0,3.0,75.46,High,0,1,1,0.000392,0.00025145,45.33,Review high-risk graph entity and connected transaction network.
CENTRALITY-000953,ACC001004,Account,ACC001004,0,7.0,378.76,68.0,83.25,7.0,0.0,5.0,75.24,High,3,11,14,0.005492,0.00033119,45.32,Review high-risk graph entity and connected transaction network.
CENTRALITY-000954,ACC001254,Account,ACC001254,0,6.0,6229.16,56.0,99.93,4.0,4.0,3.0,75.18,High,3,11,14,0.005492,0.00050458,45.32,Review high-risk graph entity and connected transaction network.
CENTRALITY-000955,ACC000040,Account,ACC000040,0,7.0,429.4,66.0,98.91,4.0,2.0,2.0,75.32,High,2,8,10,0.003923,0.00026543,45.32,Review high-risk graph entity and connected transaction network.
CENTRALITY-000956,CUST000829,Customer,Grace Thomas,0,9.0,2077.11,79.0,81.07,5.0,0.0,4.0,75.42,High,0,2,2,0.000785,0.00025145,45.32,Review high-risk graph entity and connected transaction network.
CENTRALITY-000957,ACC000938,Account,ACC000938,0,12.0,768.19,67.0,96.97,5.0,1.0,2.0,75.09,High,5,15,20,0.007846,0.00046411,45.3,Review high-risk graph entity and connected transaction network.
CENTRALITY-000958,ACC000084,Account,ACC000084,0,8.0,909.0699999999999,88.0,89.04,3.0,0.0,0.0,75.26,High,3,8,11,0.004315,0.00029891,45.3,Review high-risk graph entity and connected transaction network.
CENTRALITY-000959,ACC000791,Account,ACC000791,0,8.0,765.09,68.0,79.07,8.0,0.0,5.0,75.27,High,2,8,10,0.003923,0.0002897,45.3,Review high-risk graph entity and connected transaction network.
CENTRALITY-000960,CUST000842,Customer,Sophia Walker,0,9.0,2410.23,57.0,96.46,6.0,2.0,4.0,75.41,High,0,1,1,0.000392,0.00025145,45.3,Review high-risk graph entity and connected transaction network.
CENTRALITY-000961,CUST000589,Customer,James Miller,0,14.0,474.05,73.0,91.44,6.0,1.0,0.0,75.35,High,0,4,4,0.001569,0.00025145,45.29,Review high-risk graph entity and connected transaction network.
CENTRALITY-000962,ACC000684,Account,ACC000684,0,8.0,812.9100000000001,63.0,86.78,7.0,0.0,6.0,75.22,High,2,10,12,0.004708,0.00026736,45.28,Review high-risk graph entity and connected transaction network.
CENTRALITY-000963,ACC000337,Account,ACC000337,0,9.0,6965.119999999999,63.0,98.09,6.0,1.0,2.0,75.18,High,3,11,14,0.005492,0.00026666,45.27,Review high-risk graph entity and connected transaction network.
CENTRALITY-000964,ACC000793,Account,ACC000793,0,8.0,294.48,62.0,92.31,7.0,1.0,3.0,75.21,High,1,11,12,0.004708,0.00025145,45.27,Review high-risk graph entity and connected transaction network.
CENTRALITY-000965,ACC000289,Account,ACC000289,0,8.0,5644.64,83.0,89.6,3.0,0.0,2.0,75.21,High,2,9,11,0.004315,0.00025187,45.26,Review high-risk graph entity and connected transaction network.
CENTRALITY-000966,CUST000834,Customer,Maya Davies,0,5.0,112.38,61.0,98.17,5.0,2.0,3.0,75.31,High,0,3,3,0.001177,0.00025145,45.26,Review high-risk graph entity and connected transaction network.
CENTRALITY-000967,CUST000715,Customer,Oliver Robinson,0,13.0,755.0,66.0,93.27,5.0,1.0,4.0,75.34,High,0,1,1,0.000392,0.00025145,45.26,Review high-risk graph entity and connected transaction network.
CENTRALITY-000968,ACC000473,Account,ACC000473,0,12.0,3820.89,58.0,95.64,5.0,2.0,5.0,75.07,High,3,16,19,0.007454,0.00028569,45.25,Review high-risk graph entity and connected transaction network.
CENTRALITY-000969,CUST000052,Customer,Maya Ahmed,0,14.0,8692.65,61.0,96.82,6.0,2.0,2.0,75.34,High,0,0,0,0.0,0.00025145,45.25,Review high-risk graph entity and connected transaction network.
CENTRALITY-000970,CUST000930,Customer,Ethan Taylor,0,13.0,1025.73,62.0,86.74,8.0,0.0,5.0,75.26,High,0,4,4,0.001569,0.00025145,45.24,Review high-risk graph entity and connected transaction network.
CENTRALITY-000971,CUST000121,Customer,Daniel Miller,0,11.0,1888.7099999999998,88.0,66.31,7.0,0.0,2.0,75.31,High,0,1,1,0.000392,0.00025145,45.24,Review high-risk graph entity and connected transaction network.
CENTRALITY-000972,ACC000128,Account,ACC000128,0,5.0,3701.82,75.0,99.74,2.0,1.0,2.0,75.16,High,2,6,8,0.003138,0.00027159,45.21,Review high-risk graph entity and connected transaction network.
CENTRALITY-000973,ACC000064,Account,ACC000064,0,17.0,788.81,66.0,80.74,8.0,0.0,5.0,74.96,High,2,18,20,0.007846,0.0002545,45.18,Review high-risk graph entity and connected transaction network.
CENTRALITY-000974,ACC000668,Account,ACC000668,0,14.0,9993.74,68.0,87.82,7.0,0.0,3.0,74.84,High,2,16,18,0.007062,0.00069283,45.18,Review high-risk graph entity and connected transaction network.
CENTRALITY-000975,CUST000355,Customer,Aisha Taylor,0,9.0,6965.119999999999,63.0,98.09,6.0,1.0,2.0,75.18,High,0,1,1,0.000392,0.00025145,45.17,Review high-risk graph entity and connected transaction network.
CENTRALITY-000976,ACC000975,Account,ACC000975,0,16.0,3775.92,62.0,92.92,8.0,1.0,1.0,74.92,High,2,16,18,0.007062,0.00028484,45.15,Review high-risk graph entity and connected transaction network.
CENTRALITY-000977,CUST000410,Customer,Adam Young,0,13.0,644.03,88.0,88.77,3.0,0.0,0.0,75.17,High,0,0,0,0.0,0.00025145,45.15,Review high-risk graph entity and connected transaction network.
CENTRALITY-000978,CUST000745,Customer,Amelia Miller,0,14.0,857.31,61.0,92.04,7.0,2.0,2.0,75.16,High,0,0,0,0.0,0.00025145,45.15,Review high-risk graph entity and connected transaction network.
CENTRALITY-000979,MER000123,Merchant,Restaurants Merchant 123,0,47.0,6408.2300000000005,55.0,95.38,6.0,2.0,4.0,74.13,High,47,0,47,0.018439,0.001491,45.14,Review high-risk graph entity and connected transaction network.
CENTRALITY-000980,ACC001202,Account,ACC001202,0,8.0,359.44,70.0,95.56,4.0,2.0,1.0,74.95,High,3,11,14,0.005492,0.00028535,45.14,Review high-risk graph entity and connected transaction network.
CENTRALITY-000981,CUST000647,Customer,Muhammad Hall,0,9.0,379.57,83.0,83.6,5.0,0.0,1.0,75.11,High,0,0,0,0.0,0.00025145,45.12,Review high-risk graph entity and connected transaction network.
CENTRALITY-000982,ACC001296,Account,ACC001296,0,14.0,2063.57,88.0,71.98,6.0,0.0,1.0,74.79,High,4,16,20,0.007846,0.00033274,45.1,Review high-risk graph entity and connected transaction network.
CENTRALITY-000983,ACC001260,Account,ACC001260,0,8.0,591.32,88.0,73.5,5.0,0.0,2.0,74.82,High,2,12,14,0.005492,0.00045861,45.09,Review high-risk graph entity and connected transaction network.
CENTRALITY-000984,MER000068,Merchant,Restaurants Merchant 068,0,46.0,5251.91,51.0,98.79,8.0,1.0,3.0,74.03,High,44,0,44,0.017262,0.001554,45.07,Review high-risk graph entity and connected transaction network.
CENTRALITY-000985,ACC000212,Account,ACC000212,0,8.0,875.63,83.0,76.87,5.0,0.0,3.0,74.75,High,4,9,13,0.0051,0.00043897,45.04,Review high-risk graph entity and connected transaction network.
CENTRALITY-000986,ACC000094,Account,ACC000094,0,9.0,7636.04,67.0,93.42,5.0,1.0,3.0,74.85,High,2,8,10,0.003923,0.00026243,45.04,Review high-risk graph entity and connected transaction network.
CENTRALITY-000987,CUST000966,Customer,Hannah Taylor,0,12.0,343.49,66.0,97.87,3.0,3.0,2.0,74.95,High,0,0,0,0.0,0.00025145,45.02,Review high-risk graph entity and connected transaction network.
CENTRALITY-000988,CUST000855,Customer,Aisha Young,0,7.0,401.49,66.0,97.7,4.0,2.0,2.0,74.9,High,0,1,1,0.000392,0.00025145,45.0,Review high-risk graph entity and connected transaction network.
CENTRALITY-000989,ACC001128,Account,ACC001128,0,6.0,475.7,71.0,95.15,2.0,3.0,2.0,74.75,High,2,7,9,0.003531,0.00027764,44.98,Review high-risk graph entity and connected transaction network.
CENTRALITY-000990,MER000248,Merchant,Online Marketplace Merchant 248,0,39.0,17130.6,53.0,96.03,8.0,1.0,3.0,73.96,High,39,0,39,0.0153,0.0014192,44.97,Review high-risk graph entity and connected transaction network.
CENTRALITY-000991,CUST000474,Customer,Amelia Young,0,13.0,1090.58,62.0,96.89,4.0,2.0,4.0,74.81,High,0,4,4,0.001569,0.00025145,44.97,Review high-risk graph entity and connected transaction network.
CENTRALITY-000992,CUST000650,Customer,Isabella Thomas,0,15.0,1106.54,66.0,84.76,9.0,0.0,2.0,74.87,High,0,0,0,0.0,0.00025145,44.97,Review high-risk graph entity and connected transaction network.
CENTRALITY-000993,MER000139,Merchant,Subscription Merchant 139,0,34.0,3447.75,50.0,90.21,9.0,1.0,5.0,74.07,High,34,0,34,0.013339,0.00110665,44.93,Review high-risk graph entity and connected transaction network.
CENTRALITY-000994,ACC001009,Account,ACC001009,0,18.0,1032.57,66.0,91.84,6.0,1.0,2.0,74.34,High,9,18,27,0.010592,0.00052976,44.92,Review high-risk graph entity and connected transaction network.
CENTRALITY-000995,CUST000544,Customer,Leo Walker,0,13.0,565.28,62.0,96.65,6.0,2.0,1.0,74.73,High,0,3,3,0.001177,0.00025145,44.91,Review high-risk graph entity and connected transaction network.
CENTRALITY-000996,MER000154,Merchant,Hotels Merchant 154,0,41.0,2115.27,60.0,94.13,7.0,1.0,2.0,73.95,High,40,0,40,0.015692,0.000959,44.88,Review high-risk graph entity and connected transaction network.
CENTRALITY-000997,ACC000687,Account,ACC000687,0,10.0,502.6,61.0,92.97,6.0,1.0,4.0,74.49,High,2,13,15,0.005885,0.00026618,44.86,Review high-risk graph entity and connected transaction network.
CENTRALITY-000998,ACC000416,Account,ACC000416,0,9.0,2785.44,62.0,98.84,5.0,1.0,3.0,74.49,High,3,11,14,0.005492,0.00027061,44.86,Review high-risk graph entity and connected transaction network.
CENTRALITY-000999,ACC000347,Account,ACC000347,0,7.0,3148.92,76.0,99.57,2.0,1.0,1.0,74.55,High,2,8,10,0.003923,0.00028159,44.86,Review high-risk graph entity and connected transaction network.
CENTRALITY-001000,ACC000258,Account,ACC000258,0,8.0,2026.94,59.0,98.44,6.0,1.0,3.0,74.5,High,4,7,11,0.004315,0.00029922,44.85,Review high-risk graph entity and connected transaction network.
CENTRALITY-001001,ACC000248,Account,ACC000248,0,3.0,3467.2799999999997,86.0,91.08,1.0,1.0,1.0,74.58,High,3,3,6,0.002354,0.00029331,44.85,Review high-risk graph entity and connected transaction network.
CENTRALITY-001002,CUST000769,Customer,Muhammad Patel,0,11.0,565.84,56.0,96.87,6.0,1.0,5.0,74.6,High,0,1,1,0.000392,0.00025145,44.82,Review high-risk graph entity and connected transaction network.
CENTRALITY-001003,CUST000826,Customer,Fatima Ahmed,0,14.0,4413.849999999999,55.0,96.56,7.0,3.0,1.0,74.55,High,0,2,2,0.000785,0.00025145,44.8,Review high-risk graph entity and connected transaction network.
CENTRALITY-001004,ACC001223,Account,ACC001223,0,9.0,7218.0,57.0,92.06,7.0,2.0,3.0,74.37,High,2,11,13,0.0051,0.00025577,44.78,Review high-risk graph entity and connected transaction network.
CENTRALITY-001005,CUST000665,Customer,Ethan Smith,0,6.0,836.8299999999999,62.0,97.54,4.0,3.0,2.0,74.54,High,0,0,0,0.0,0.00025145,44.77,Review high-risk graph entity and connected transaction network.
CENTRALITY-001006,ACC000363,Account,ACC000363,0,9.0,369.78,89.0,69.37,4.0,0.0,4.0,74.33,High,2,12,14,0.005492,0.00025227,44.76,Review high-risk graph entity and connected transaction network.
CENTRALITY-001007,CUST000525,Customer,Ali Young,0,18.0,1073.3799999999999,59.0,88.4,10.0,0.0,2.0,74.49,High,0,2,2,0.000785,0.00025145,44.76,Review high-risk graph entity and connected transaction network.
CENTRALITY-001008,ACC000393,Account,ACC000393,0,13.0,845.12,73.0,93.99,4.0,1.0,1.0,74.25,High,2,15,17,0.006669,0.00025273,44.73,Review high-risk graph entity and connected transaction network.
CENTRALITY-001009,CUST000182,Customer,James Jones,0,11.0,568.65,61.0,98.38,6.0,1.0,2.0,74.38,High,0,5,5,0.001962,0.00025145,44.72,Review high-risk graph entity and connected transaction network.
CENTRALITY-001010,CUST000314,Customer,Maya Hall,0,7.0,208.51,73.0,85.97,7.0,0.0,1.0,74.44,High,0,1,1,0.000392,0.00025145,44.72,Review high-risk graph entity and connected transaction network.
CENTRALITY-001011,CUST000249,Customer,Aisha Davies,0,9.0,538.3,62.0,95.85,5.0,1.0,4.0,74.45,High,0,0,0,0.0,0.00025145,44.72,Review high-risk graph entity and connected transaction network.
CENTRALITY-001012,ACC000892,Account,ACC000892,0,8.0,999.28,61.0,96.48,5.0,1.0,4.0,74.22,High,3,12,15,0.005885,0.00028871,44.71,Review high-risk graph entity and connected transaction network.
CENTRALITY-001013,ACC000955,Account,ACC000955,0,7.0,619.44,70.0,89.3,5.0,0.0,4.0,74.26,High,2,9,11,0.004315,0.00031162,44.7,Review high-risk graph entity and connected transaction network.
CENTRALITY-001014,CUST000126,Customer,Amelia Khan,0,11.0,878.29,61.0,95.38,6.0,1.0,3.0,74.33,High,0,2,2,0.000785,0.00025145,44.66,Review high-risk graph entity and connected transaction network.
CENTRALITY-001015,CUST000305,Customer,Ethan Khan,0,9.0,2841.47,61.0,98.3,4.0,3.0,2.0,74.35,High,0,0,0,0.0,0.00025145,44.66,Review high-risk graph entity and connected transaction network.
CENTRALITY-001016,ACC000538,Account,ACC000538,0,8.0,515.05,78.0,94.4,3.0,1.0,0.0,74.14,High,3,10,13,0.0051,0.00030302,44.65,Review high-risk graph entity and connected transaction network.
CENTRALITY-001017,CUST000152,Customer,Sophia Young,0,11.0,847.43,56.0,93.11,8.0,1.0,3.0,74.29,High,0,3,3,0.001177,0.00025145,44.65,Review high-risk graph entity and connected transaction network.
CENTRALITY-001018,CUST000598,Customer,Leo Thomas,0,14.0,774.46,48.0,97.83,5.0,6.0,2.0,74.34,High,0,0,0,0.0,0.00025145,44.65,Review high-risk graph entity and connected transaction network.
CENTRALITY-001019,CUST000019,Customer,Noah Khan,0,8.0,367.13,71.0,73.94,7.0,0.0,6.0,74.33,High,0,0,0,0.0,0.00025145,44.65,Review high-risk graph entity and connected transaction network.
CENTRALITY-001020,ACC001020,Account,ACC001020,0,7.0,151.96,73.0,90.71,4.0,1.0,2.0,74.1,High,3,11,14,0.005492,0.00028429,44.63,Review high-risk graph entity and connected transaction network.
CENTRALITY-001021,ACC000227,Account,ACC000227,0,4.0,2307.16,63.0,99.56,4.0,2.0,2.0,74.2,High,1,6,7,0.002746,0.00025145,44.63,Review high-risk graph entity and connected transaction network.
CENTRALITY-001022,CUST000868,Customer,Isabella Miller,0,12.0,817.68,73.0,93.99,4.0,1.0,1.0,74.25,High,0,1,1,0.000392,0.00025145,44.61,Review high-risk graph entity and connected transaction network.
CENTRALITY-001023,MER000231,Merchant,Groceries Merchant 231,0,45.0,2160.35,53.0,97.19,7.0,2.0,2.0,73.37,High,43,0,43,0.016869,0.00112847,44.59,Review high-risk graph entity and connected transaction network.
CENTRALITY-001024,CUST000123,Customer,Daniel Ali,0,11.0,10533.44,65.0,92.74,5.0,2.0,2.0,74.21,High,0,1,1,0.000392,0.00025145,44.58,Review high-risk graph entity and connected transaction network.
CENTRALITY-001025,MER000012,Merchant,Online Marketplace Merchant 012,0,36.0,4287.72,61.0,96.75,4.0,2.0,3.0,73.31,High,35,0,35,0.013731,0.00133593,44.53,Review high-risk graph entity and connected transaction network.
CENTRALITY-001026,ACC000470,Account,ACC000470,0,13.0,686.76,55.0,98.96,5.0,4.0,1.0,73.89,High,2,14,16,0.006277,0.00028966,44.52,Review high-risk graph entity and connected transaction network.
CENTRALITY-001027,ACC000405,Account,ACC000405,0,8.0,820.01,66.0,98.92,4.0,1.0,2.0,73.82,High,4,11,15,0.005885,0.00048123,44.51,Review high-risk graph entity and connected transaction network.
